review_id,product,theme_true,review_text
122,laptop,carbon_footprint,The laptop ships from overseas which must have a huge carbon footprint.
48,laptop,labor_practices,"I read that workers making this laptop are underpaid, I won't buy it again."
8,shampoo bottle,packaging_waste,"The shampoo bottle came wrapped in so much plastic, it felt so wasteful and unnecessary."
277,energy drink,price_of_ethical,Price shouldn't be a barrier to buying a socially responsible energy drink.
334,t-shirt,animal_testing,"Not clear if this t-shirt brand tests on animals, wish it was labeled clearly."
26,skincare set,packaging_waste,"The skincare set box was biodegradable and compostable, which I really appreciated."
51,t-shirt,labor_practices,Glad to see this t-shirt brand is fair-trade certified and pays workers fairly.
282,jacket,corporate_transparency,"This jacket company publishes a detailed sustainability report every year, very transparent."
227,shampoo bottle,recycling_biodegradable,I tried to recycle the shampoo bottle container but my local center won't accept it.
39,sneakers,packaging_waste,Why does a sneakers need three layers of plastic wrap? Terrible for the environment.
351,smartphone,animal_testing,Disappointed to learn this smartphone brand still tests on animals in some markets.
237,grocery brand,recycling_biodegradable,Great that this grocery brand brand uses recycled materials in their products.
143,laptop,carbon_footprint,No mention anywhere of the carbon footprint of producing this laptop.
94,furniture set,greenwashing_skepticism,Not convinced their 'sustainable' furniture set claims are backed by any real proof.
217,headphones,recycling_biodegradable,The headphones packaging is biodegradable which is a nice environmentally friendly touch.
72,furniture set,labor_practices,"The company publishes factory audit reports for their furniture set, that builds trust."
230,shampoo bottle,recycling_biodegradable,I tried to recycle the shampoo bottle container but my local center won't accept it.
275,skincare set,price_of_ethical,Price shouldn't be a barrier to buying a socially responsible skincare set.
98,smartphone,greenwashing_skepticism,They slap a green leaf logo on the smartphone but nothing about it is actually sustainable.
99,smartphone,greenwashing_skepticism,They slap a green leaf logo on the smartphone but nothing about it is actually sustainable.
128,sneakers,carbon_footprint,The sneakers ships from overseas which must have a huge carbon footprint.
56,handbag,labor_practices,Glad to see this handbag brand is fair-trade certified and pays workers fairly.
